company;class;symbol;economatica_classification;metric_name;31/03/2016;30/06/2016;30/09/2016;31/12/2016;31/03/2017;30/06/2017;30/09/2017;31/12/2017;31/03/2018;30/06/2018;30/09/2018;31/12/2018;31/03/2019;30/06/2019;30/09/2019;31/12/2019;31/03/2020;30/06/2020;30/09/2020
Atmasa;ON;ATMP3;other;operational_expenses;80590;164452;225240;235006;35699;59984;109989;205126;45268;76532;19965;21261;28849;57720;83787;109823;43487;63748;97393
Atmasa;ON;ATMP3;other;financial_expenses;77885;141422;209943;260881;53299;118059;180293;275236;80933;85790;102379;123251;35194;88007;120062;147783;30511;49684;101813
Atmasa;ON;ATMP3;other;financial_revenue;25301;61067;70390;88513;11499;28450;34248;367623;41200;52150;54143;65400;5387;8339;11668;14773;3654;8154;10923
Atmasa;ON;ATMP3;other;short_term_loans;52818;19785;32559;64319;163400;380180;1453113;60060;30681;73306;16636;90013;151894;172899;186147;169071;219715;235116;254156
Atmasa;ON;ATMP3;other;long_term_loans;1440319;1475320;1615615;1368628;1329810;1115323;70048;1159088;272529;103697;129800;59733;331831;323209;306094;277648;287593;165290;154980
Azevedo;PN;AZEV4;real_state;net_revenue;60387;88473;113668;122302;12945;24602;40991;63770;25359;51547;47832;49047;721;1124;1327;1753;284;8585;16035
Azevedo;PN;AZEV4;real_state;cogs;58448;100403;134487;159326;21778;42333;66913;118627;30692;62660;82873;91211;2860;4534;6883;8730;0;8584;15888
Azevedo;PN;AZEV4;real_state;investment;12;12;12;12;12;12;12;12;12;12;12;12;2;0;0;0;0;0;0
Azevedo;PN;AZEV4;real_state;ebitda;14955;5411;20640;42632;57928;53527;53610;70854;67770;63103;102327;80278;77174;70869;22797;18603;14887;12766;13361
Azevedo;PN;AZEV4;real_state;net_cash_flow;1686;4694;6;19393;618;1944;735;1970;1104;7370;1872;529;1086;905;208;1501;26;3524;75
Azevedo;PN;AZEV4;real_state;operational_expenses;1150;2954;7016;10011;3331;7932;12694;20106;3606;6497;34575;41560;3508;4453;6095;14406;1453;1655;5660
Azevedo;PN;AZEV4;real_state;financial_expenses;3020;5821;8544;14811;4603;10162;12399;17223;3166;5395;8385;12817;2992;5860;8779;13967;850;2957;11349
Azevedo;PN;AZEV4;real_state;financial_revenue;760;841;950;1028;53;85;85;134;0;0;0;0;0;25;25;25;1;2;3
Azevedo;PN;AZEV4;real_state;short_term_loans;10711;10138;11265;20758;20643;19074;13894;11262;9691;5260;6664;6985;8470;30854;31930;34027;34027;30514;30748
Azevedo;PN;AZEV4;real_state;long_term_loans;2782;1824;888;11954;12142;16133;19674;23886;24136;21354;21624;21827;21346;0;0;0;0;0;0
Azul S.A.;PN;AZUL4;transport_and_services;net_revenue;0;0;0;6669891;1873793;3597049;5595238;7789497;2213400;4231276;6672927;9153357;2541992;5159687;8190421;11442317;2802675;3204267;4009593
Azul S.A.;PN;AZUL4;transport_and_services;cogs;0;0;0;5451122;1464577;2884910;4379256;5983382;1689087;3660071;5644227;7556114;1918365;3896890;6042247;11366825;2345533;3456419;4245245
Azul S.A.;PN;AZUL4;transport_and_services;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Azul S.A.;PN;AZUL4;transport_and_services;ebitda;0;0;0;645487;0;0;0;1164814;1240104;931623;854630;850350;1217421;2073608;2731916;2475484;2390782;1129636;407947
Azul S.A.;PN;AZUL4;transport_and_services;net_cash_flow;0;0;0;0;20569;377882;326220;100598;313936;29180;177423;58706;209648;493503;435556;374188;205870;444848;170989
Azul S.A.;PN;AZUL4;transport_and_services;operational_expenses;0;0;0;874483;204004;401998;656558;941094;248387;502798;786186;1071795;288028;587327;929289;1270892;298343;612898;877054
Azul S.A.;PN;AZUL4;transport_and_services;financial_expenses;0;0;0;731200;164532;382784;507060;614204;89651;335456;476452;604913;403258;616560;1665729;1738388;6572403;8719284;9687855
Azul S.A.;PN;AZUL4;transport_and_services;financial_revenue;0;0;0;404580;19818;88658;167524;347027;83810;518053;660527;681570;144317;317146;362707;397523;12887;33646;45908
Azul S.A.;PN;AZUL4;transport_and_services;short_term_loans;0;0;0;985238;1019474;1101160;1011119;568234;581566;542304;435751;335051;155739;227303;273612;481227;4281674;3374452;3662016
Azul S.A.;PN;AZUL4;transport_and_services;long_term_loans;0;0;0;3049257;2696410;2540692;1893845;2921653;2806037;3292213;3317420;3370971;2882440;2823918;3121663;3036929;16372893;15858328;14643304
B2W Digital;ON;BTOW3;retail;net_revenue;1732581;3511488;5576650;8601311;1600654;3239547;5014661;7120777;1476620;2952998;4509831;6488473;1282563;2760389;4441554;6767982;1696242;4129904;6793863
B2W Digital;ON;BTOW3;retail;cogs;1409638;2788872;4450505;6889181;1282860;2576100;3961311;5554882;1122661;2235314;3386311;4813573;934727;2014971;3199764;4756354;1229565;2995427;4909175
B2W Digital;ON;BTOW3;retail;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40669;65693;54654;66294;69563
B2W Digital;ON;BTOW3;retail;ebitda;643582;673814;718329;652922;640704;615133;634296;583279;536937;480918;432762;412315;427550;450576;483414;626359;656765;717157;775111
B2W Digital;ON;BTOW3;retail;net_cash_flow;579986;631389;570002;468303;993900;61235;47380;143340;331678;26492;45238;291800;576470;26026;3442;291716;421163;66428;886341
B2W Digital;ON;BTOW3;retail;operational_expenses;280899;594018;939054;1351051;305619;602070;926477;1318044;403461;796959;1210155;1697738;402707;830786;1321493;1907973;511132;1171710;1875739
B2W Digital;ON;BTOW3;retail;financial_expenses;387400;711843;1102546;1565366;408555;755209;1088372;1369502;245135;489940;748830;1014388;275968;556312;832183;1100779;207996;409223;586218
B2W Digital;ON;BTOW3;retail;financial_revenue;137811;227410;342391;481088;126116;257980;393450;500961;124581;234484;340469;448054;119841;241796;366170;534428;97955;184877;264102
B2W Digital;ON;BTOW3;retail;short_term_loans;628821;661673;756337;526891;582482;1131721;1659182;1563958;1671255;1533757;1132835;727314;771755;1165792;1336116;1321169;1194967;903856;874523
B2W Digital;ON;BTOW3;retail;long_term_loans;3592136;3534194;3465274;3739288;4224770;4615299;4460106;4678071;5397657;5401363;6071297;6120928;7616183;6933508;6611180;5112171;5593849;5889538;4140951
B3;ON;B3SA3;finance_and_securities;net_revenue;563508;1137982;1697128;2320781;608333;1579236;2640000;3673596;1111922;2362446;3518380;4831915;1378242;2799321;4818332;6576507;1905201;3813533;6789691
B3;ON;B3SA3;finance_and_securities;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489240;668751;0;0;687375
B3;ON;B3SA3;finance_and_securities;investment;30255;29876;29496;29117;44947;45049;45188;44962;45587;45482;45473;45591;46706;46818;47161;47223;46582;46785;47320
B3;ON;B3SA3;finance_and_securities;ebitda;2418065;2322454;453932;1192907;1106400;1307618;1860896;2199762;2647139;3072940;3123455;3345196;3571348;3614470;3982653;4262391;4859122;5279301;6007050
B3;ON;B3SA3;finance_and_securities;net_cash_flow;27291;7695;237615;3215318;393869;938452;844399;494993;512943;475557;483481;1927871;521911;747134;753465;2344825;992935;185773;836166
B3;ON;B3SA3;finance_and_securities;operational_expenses;202037;470823;916966;1226195;335954;1007217;1600111;2189394;601816;1133105;1783497;2439824;663497;1342554;2019505;2675615;598071;1330861;2046128
B3;ON;B3SA3;finance_and_securities;financial_expenses;68964;771498;875089;1015316;242235;567642;661632;793621;141747;299435;455672;542478;90343;188035;347208;445501;230178;330911;453758
B3;ON;B3SA3;finance_and_securities;financial_revenue;229507;513751;838867;1167300;400365;667399;780383;887128;119248;219776;363888;488796;111124;264413;418109;552406;117955;207279;303701
B3;ON;B3SA3;finance_and_securities;short_term_loans;29283;58954;26421;450208;1140605;1011442;260185;1615930;1596092;1590535;1801570;1777213;1763655;1780589;4128765;2537993;3771567;4001743;40673
B3;ON;B3SA3;finance_and_securities;long_term_loans;2192944;1968707;1993660;5013424;5254023;5365762;5406490;4018763;3999992;4399510;4343805;2731946;2779158;3959012;1847831;1826554;1483774;2746667;6841648
Bahema;ON;BAHI3;other;net_revenue;0;0;0;0;3558;15285;26244;37635;10188;21182;32926;44106;11041;21945;36283;53058;38431;89067;142546
Bahema;ON;BAHI3;other;cogs;0;0;0;0;2313;9264;14490;21615;7364;15043;21119;28994;7681;16055;23234;34114;23763;52446;82688
Bahema;ON;BAHI3;other;investment;8;8;8;670;8420;8420;10120;10353;10387;10413;12287;12791;13550;679;685;3712;3650;3612;3012
Bahema;ON;BAHI3;other;ebitda;0;0;0;3020;0;0;0;1347;1591;400;379;1363;1566;6931;8841;5986;10813;432;4445
Bahema;ON;BAHI3;other;net_cash_flow;0;0;44;1426;7595;3105;4142;6424;1002;5395;15059;426;2009;1868;4601;10575;886;2992;6956
Bahema;ON;BAHI3;other;operational_expenses;789;486;1618;3020;2477;6969;12267;17949;4467;6400;11708;17466;5493;12022;20526;29415;23479;43473;68440
Bahema;ON;BAHI3;other;financial_expenses;52;4969;5127;5150;239;1404;2759;3477;751;1068;1461;1796;287;404;1399;1662;2464;6071;11500
Bahema;ON;BAHI3;other;financial_revenue;155;7028;8955;9990;841;1324;2029;2804;620;1159;1625;2071;351;642;2810;1629;500;867;1230
Bahema;ON;BAHI3;other;short_term_loans;0;0;0;0;204;143;98;62;62;74;62;62;47;32;8460;10720;16574;23081;24374
Bahema;ON;BAHI3;other;long_term_loans;0;0;0;0;62;62;62;62;47;31;16;0;0;0;1220;937;8215;8346;18752
Bardella;PN;BDLL4;industry_machines;net_revenue;74007;163367;235508;264736;46966;86045;118427;136638;27585;45201;69252;93699;8047;17460;25025;38038;11163;14255;16611
Bardella;PN;BDLL4;industry_machines;cogs;58440;130279;199680;260453;48322;89806;119987;147823;39900;66074;94653;118994;14856;27385;40589;60278;10374;19793;26286
Bardella;PN;BDLL4;industry_machines;investment;110818;114233;113298;332606;332134;331567;324915;321310;322581;321301;320366;312899;314984;314477;315000;209603;208019;210273;209300
Bardella;PN;BDLL4;industry_machines;ebitda;26462;20680;1076;59804;72875;91583;76048;47659;54804;61320;77215;66747;61897;65314;76390;209039;202798;197102;181673
Bardella;PN;BDLL4;industry_machines;net_cash_flow;11135;20444;23713;6834;6433;16318;15476;4486;9843;223;1413;2669;6013;8872;7499;56;1025;248;3875
Bardella;PN;BDLL4;industry_machines;operational_expenses;18811;35735;57072;80127;13177;28431;32814;48457;9814;25014;38288;52907;10414;31785;55000;194640;11627;25163;33092
Bardella;PN;BDLL4;industry_machines;financial_expenses;13162;27857;38049;53682;12460;26591;43022;58064;9956;18891;27043;22456;7538;17107;25536;38477;7197;13318;17923
Bardella;PN;BDLL4;industry_machines;financial_revenue;1169;2270;3115;3884;1094;1260;1807;2455;232;2451;3102;2491;126;300;1066;6112;3380;3809;5614
Bardella;PN;BDLL4;industry_machines;short_term_loans;96894;118389;121501;84515;75775;90101;100316;34642;45602;44283;27078;24868;56646;66894;75937;86432;90763;95121;98834
Bardella;PN;BDLL4;industry_machines;long_term_loans;62821;76824;64971;99499;99603;91642;87568;162739;156977;163400;181645;188746;161812;156557;152629;146592;146289;145297;144637
Battistella;ON;BTTL3;retail;net_revenue;33841;74380;116178;149636;42132;93711;155460;215719;53614;141976;231938;358889;98353;223519;366889;470723;80347;193964;295278
Battistella;ON;BTTL3;retail;cogs;27744;62221;98483;126367;35651;79505;133314;185641;44769;120436;195289;306874;82869;190201;314597;401587;63637;155935;236205
Battistella;ON;BTTL3;retail;investment;74600;166957;156573;178257;180443;185544;189667;51127;51112;51096;51086;39850;39814;39814;39814;39814;39814;39814;39814
Battistella;ON;BTTL3;retail;ebitda;128871;165081;125478;26572;32312;190;6;9074;11612;13103;6458;4244;481;3161;10207;25891;23544;28391;30203
Battistella;ON;BTTL3;retail;net_cash_flow;7241;5188;16724;7102;11257;9403;10135;131384;1848;1057;1151;2622;1256;2060;2568;80;1315;6976;1020
Battistella;ON;BTTL3;retail;operational_expenses;11239;20035;3900;898;5774;8639;20794;42049;10497;18902;30245;57979;12451;24130;35982;49044;16601;27455;40911
Battistella;ON;BTTL3;retail;financial_expenses;10922;18767;28914;35407;3552;7829;12538;14594;2776;4512;6535;10618;2767;5123;8158;10939;2620;8305;11741
Battistella;ON;BTTL3;retail;financial_revenue;1195;2399;3143;4630;512;1184;1699;3019;435;1705;2694;4705;649;1313;1830;2441;2587;3697;5500
Battistella;ON;BTTL3;retail;short_term_loans;52279;56637;76674;39854;1797;7589;16206;5568;2096;1562;3002;4075;6364;7022;12076;10642;14308;13386;15919
Battistella;ON;BTTL3;retail;long_term_loans;41442;31301;29580;20686;24960;24047;24634;24168;23522;22848;21735;20308;17001;14864;22001;23282;27523;28824;33792
Baumer;PN;BALM4;other;net_revenue;24213;51883;85414;113105;25962;52862;81900;109753;24562;51976;83417;119802;33105;74467;113963;149310;31112;79703;115272
Baumer;PN;BALM4;other;cogs;9486;20429;35532;43059;10930;22788;33855;46284;9750;20921;34543;52399;14834;35142;54368;72024;15981;40487;58043
Baumer;PN;BALM4;other;investment;1959;1958;5612;2187;2234;2234;3439;3439;3439;3439;3389;3439;3439;3439;3439;3436;3436;3436;3436
Baumer;PN;BALM4;other;ebitda;14145;12063;13290;11748;11694;11241;8518;5910;6090;6161;6610;8010;9440;10765;10375;11058;9347;15912;13769
Baumer;PN;BALM4;other;net_cash_flow;642;2053;669;2089;969;1288;1260;2232;1448;2360;2882;231;3311;2347;1608;1550;184;10520;4480
Baumer;PN;BALM4;other;operational_expenses;13446;27309;40187;61253;14058;26786;42308;60852;13579;27575;42581;62238;15557;32975;50522;69103;14216;28173;45729
Baumer;PN;BALM4;other;financial_expenses;3126;6165;6558;8531;1110;1634;3407;4044;1461;2519;4509;7256;1427;2571;4347;6695;4161;6025;9078
Baumer;PN;BALM4;other;financial_revenue;1382;2780;3595;5166;861;1996;2500;3878;1365;4596;6651;8022;1911;2748;5076;7940;6043;9174;14162
Baumer;PN;BALM4;other;short_term_loans;10874;11126;12454;12982;12188;11448;11003;14129;13029;12165;14557;14622;14745;13992;12955;15843;15605;14610;13642
Baumer;PN;BALM4;other;long_term_loans;15737;15737;16737;22110;22116;22143;22009;17973;17872;17786;17649;17335;17030;16926;16853;15048;18311;18243;18133
Bbmlogistica;ON;BBML3;transport_and_services;net_revenue;0;0;0;0;0;0;0;289750;94926;219132;368016;507618;134363;279753;436765;608880;226773;435530;695369
Bbmlogistica;ON;BBML3;transport_and_services;cogs;0;0;0;0;0;0;0;246490;82502;191652;316676;439837;118912;253096;393153;553832;210197;388637;612321
Bbmlogistica;ON;BBML3;transport_and_services;investment;0;0;0;0;0;0;0;0;120;120;0;0;0;0;0;0;0;0;0
Bbmlogistica;ON;BBML3;transport_and_services;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64527;0;94937;102141
Bbmlogistica;ON;BBML3;transport_and_services;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5998;47579;23516
Bbmlogistica;ON;BBML3;transport_and_services;operational_expenses;0;0;0;0;0;0;0;28581;7545;18593;30190;40131;6972;13854;20887;29607;13497;31443;52558
Bbmlogistica;ON;BBML3;transport_and_services;financial_expenses;0;0;0;0;0;0;0;16503;3101;7422;13004;18549;5595;12703;19330;27873;9489;16758;24009
Bbmlogistica;ON;BBML3;transport_and_services;financial_revenue;0;0;0;0;0;0;0;1734;766;1331;1962;2412;575;2243;4760;6429;3793;4825;5498
Bbmlogistica;ON;BBML3;transport_and_services;short_term_loans;0;0;0;0;0;0;0;36907;42938;50836;75591;55795;63101;50698;58791;65437;72990;97200;111838
Bbmlogistica;ON;BBML3;transport_and_services;long_term_loans;0;0;0;0;0;0;0;52482;71697;69300;92965;71540;80170;119547;142045;153427;138874;160081;167753
Bic Monark;ON;BMKS3;vehicles;net_revenue;4367;8039;13943;19405;3123;6215;11014;16356;2710;5015;9994;13880;2634;5365;11039;15518;2817;6171;16295
Bic Monark;ON;BMKS3;vehicles;cogs;2924;5327;9275;13172;2031;4047;7141;10769;1921;3492;6986;9874;1934;3860;8027;11381;2060;4638;11456
Bic Monark;ON;BMKS3;vehicles;investment;32;32;32;32;32;23;0;0;0;0;0;0;0;0;0;0;0;0;0
Bic Monark;ON;BMKS3;vehicles;ebitda;5572;4280;4436;3422;3639;5726;4817;2839;2037;2922;4103;4153;3805;3204;2638;2902;2407;781;2472
Bic Monark;ON;BMKS3;vehicles;net_cash_flow;9445;5920;10025;6514;5867;978;3757;2100;11132;9604;3132;1624;133;1145;213;826;832;2434;1302
Bic Monark;ON;BMKS3;vehicles;operational_expenses;2423;3107;5523;9903;2355;4848;6085;8607;2138;4304;6559;8277;2277;4495;6785;9473;1833;811;2572
Bic Monark;ON;BMKS3;vehicles;financial_expenses;59;81;103;172;39;67;164;223;73;92;93;229;104;197;300;370;94;214;498
Bic Monark;ON;BMKS3;vehicles;financial_revenue;5031;17020;22481;27766;5048;9377;12926;15719;2551;5117;7546;10565;2330;4692;7298;9806;1601;2783;3560
Bic Monark;ON;BMKS3;vehicles;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;1901;2547;2267;2283;2225;2313;1865
Bic Monark;ON;BMKS3;vehicles;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;7740;6542;6266;5689;5107;4522;3149
Biosev;ON;BSEV3;other;net_revenue;6162648;1672682;3902223;5452756;7025054;1832242;3612283;5147716;7103644;1916037;3399143;4959069;6232172;1718364;3270823;4660369;6538086;2669626;5654229
Biosev;ON;BSEV3;other;cogs;4400272;1607986;3400954;4708058;6394521;2014258;3441887;4597261;6797295;1853061;3030898;4552139;5642200;1487628;2778443;3995806;5780635;2258454;4226632
Biosev;ON;BSEV3;other;investment;209655;206660;205013;204644;188387;186443;187213;185215;183530;178301;176859;172646;169913;166438;163271;159290;160393;157457;156485
Biosev;ON;BSEV3;other;ebitda;2416383;2318884;2059982;1847695;1599434;1366338;1283720;1280603;926292;1165157;1210480;1007561;1442884;1690520;1908306;2101918;2262544;2492790;3169037
Biosev;ON;BSEV3;other;net_cash_flow;1377605;1516257;356167;118364;596134;317715;96644;138005;1745553;1023837;8804;48511;430531;686602;344874;18620;1093067;723709;743670
Biosev;ON;BSEV3;other;operational_expenses;483492;139586;343640;467802;569410;204947;421000;696854;878887;182207;373462;502892;602220;217837;251928;374478;392934;185621;378768
Biosev;ON;BSEV3;other;financial_expenses;1713131;322374;546062;711132;856850;489657;469622;920349;1170360;691818;945774;1015621;1511595;149531;811294;772749;2453511;543649;813769
Biosev;ON;BSEV3;other;financial_revenue;480039;349394;338234;335047;406724;15377;31369;42088;52031;153480;106076;104719;138515;98530;21698;32000;75927;57888;15565
Biosev;ON;BSEV3;other;short_term_loans;1830913;3358562;2461076;2354234;1944007;2091119;2125690;2097934;536552;566830;511165;562689;542971;435687;462817;482732;7225234;1168611;2899005
Biosev;ON;BSEV3;other;long_term_loans;4881016;2693243;3545450;3552494;4344647;3985365;3305997;3355261;4765785;5714874;5559030;5383045;5436357;5455233;5610379;5423423;96191;6593297;4741036
Bk Brasil;ON;BKBR3;other;net_revenue;0;0;0;1393284;389927;818323;1261304;1783838;482529;1019404;1630260;2348333;665325;1341236;2064553;2867990;649078;941842;1464128
Bk Brasil;ON;BKBR3;other;cogs;0;0;0;526302;150129;312308;482286;687871;185235;390475;618836;891292;254507;502271;778759;1082869;265419;398606;601288
Bk Brasil;ON;BKBR3;other;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bk Brasil;ON;BKBR3;other;ebitda;0;0;0;118216;0;0;0;185005;194253;190752;217971;259964;277891;299047;302688;320310;244699;56419;67735
Bk Brasil;ON;BKBR3;other;net_cash_flow;0;0;0;0;97508;12103;3549;50512;79782;29828;5388;280170;136598;23945;16678;74366;255333;115722;84376
Bk Brasil;ON;BKBR3;other;operational_expenses;0;0;0;852162;242010;485169;744320;1030659;294426;614194;957068;1330221;406132;815615;1235401;1660691;454642;790131;1208853
Bk Brasil;ON;BKBR3;other;financial_expenses;0;0;0;142073;24002;42620;69641;84689;11583;24740;34123;44608;19041;43916;65695;93281;21548;51936;83523
